,제조사,모델,연식,주행거리,연료,변속기,기통,구동방식,등급,유형,색상,상태,가격
60947,chrysler,sebring,2000.0,170381,휘발유,자동,6,후륜구동,중형,컨버터블,은색,좋음,3120000
60948,mercedes-benz,benz ml350,2010.0,137561,휘발유,자동,8,사륜구동,중형,SUV,검은색,훌륭함,15000000
60949,nissan,titan,2006.0,203393,휘발유,자동,8,사륜구동,대형,픽업트럭,은색,훌륭함,13800000
60950,ford,f-150,2007.0,198006,휘발유,자동,8,사륜구동,대형,픽업트럭,빨간색,훌륭함,15480000
60951,ford,focus,2013.0,175059,휘발유,자동,4,후륜구동,준중형,세단,검은색,훌륭함,7800000
60952,ford,f-150,2013.0,171228,휘발유,자동,6,사륜구동,대형,픽업트럭,파란색,훌륭함,22680000
60953,chrysler,200,2016.0,70944,휘발유,자동,4,후륜구동,중형,세단,흰색,훌륭함,16680000
60954,kia,soul plus,2011.0,209170,휘발유,수동,4,후륜구동,중형,웨건,검은색,좋음,7920000
60955,kia,soul plus,2011.0,251551,휘발유,자동,4,후륜구동,중형,세단,은색,좋음,8160000
60956,ford,escape limited,2012.0,242959,휘발유,자동,6,사륜구동,대형,SUV,검은색,좋음,7800000
60957,ford,escape xlt,2011.0,241350,휘발유,자동,6,후륜구동,대형,SUV,회색,좋음,8280000
60958,ford,escape,2012.0,173772,휘발유,자동,6,사륜구동,중형,SUV,노란색,좋음,11880000
60959,jeep,patriot limited,2007.0,175381,휘발유,자동,6,사륜구동,대형,SUV,회색,좋음,7920000
60960,acura,rsx,2005.0,321,휘발유,자동,4,후륜구동,준중형,쿠페,흰색,좋음,2160000
60961,jeep,liberty,2006.0,234914,휘발유,자동,6,사륜구동,중형,SUV,검은색,좋음,6360000
60962,jeep,liberty,2006.0,220433,휘발유,자동,6,사륜구동,중형,SUV,파란색,좋음,5640000
60963,infiniti,q50 sport,2014.0,133547,휘발유,자동,6,사륜구동,중형,세단,흰색,훌륭함,22200000
60964,ram,1500 laramie,2015.0,259049,휘발유,자동,8,사륜구동,대형,픽업트럭,흰색,좋음,15600000
60965,honda,pilot ex-l 4wd,2004.0,412515,휘발유,자동,6,사륜구동,대형,SUV,빨간색,훌륭함,3840000
60966,jeep,grand cherokee limited,2020.0,9493,휘발유,자동,6,사륜구동,대형,SUV,흰색,새거같음,52200000
60967,mazda,5,2009.0,191471,휘발유,자동,4,후륜구동,대형,미니밴,파란색,좋음,5758800
60968,kia,optima,2013.0,175129,휘발유,자동,4,후륜구동,중형,세단,은색,훌륭함,8874000
60969,toyota,corolla,2015.0,99758,휘발유,자동,4,후륜구동,중형,세단,갈색,좋음,12000000
60970,chevrolet,silverado 1500,1992.0,201125,휘발유,자동,8,사륜구동,중형,트럭,검은색,좋음,7200000
60971,mazda,3,2010.0,273,휘발유,자동,4,후륜구동,중형,세단,회색,좋음,7080000
60972,hyundai,elantra,2007.0,165727,휘발유,자동,4,후륜구동,중형,세단,회색,좋음,7680000
60973,volkswagen,passat,2013.0,199516,휘발유,자동,5,후륜구동,대형,세단,검은색,좋음,9120000
60974,mercedes-benz,c280 4matic,2007.0,201100,휘발유,자동,6,사륜구동,중형,세단,은색,훌륭함,7680000
60975,volvo,v70 wagon,2000.0,337890,휘발유,자동,5,후륜구동,중형,웨건,갈색,좋음,2160000
60976,chevrolet,cavalier,2004.0,135156,휘발유,자동,4,후륜구동,중형,세단,갈색,좋음,4320000
60977,volvo,s40,2005.0,178599,휘발유,자동,5,후륜구동,중형,세단,검은색,좋음,7080000
60978,ford,mustang convertible,2001.0,318,휘발유,자동,6,전륜구동,대형,컨버터블,빨간색,좋음,4560000
60979,mercedes-benz,c-class,2006.0,308928,휘발유,자동,6,사륜구동,대형,세단,은색,좋음,5280000
60980,mercedes-benz,c280 4matic,2007.0,201100,휘발유,자동,6,사륜구동,중형,세단,은색,훌륭함,7680000
60981,mercedes-benz,benz c240 4matic,2004.0,246751,휘발유,자동,6,사륜구동,중형,세단,은색,좋음,5400000
60982,ford,fusion,2006.0,174978,휘발유,자동,4,후륜구동,중형,세단,빨간색,좋음,7080000
60983,dodge,stratus,2005.0,273530,휘발유,자동,6,후륜구동,대형,세단,은색,좋음,3240000
60984,dodge,stratus es,2002.0,191466,휘발유,자동,6,후륜구동,중형,세단,파란색,좋음,4440000
60985,hyundai,tiburon gt,2004.0,167336,휘발유,자동,6,후륜구동,중형,쿠페,은색,좋음,5400000
60986,saturn,vue,2007.0,213997,휘발유,자동,6,후륜구동,대형,SUV,파란색,좋음,7080000
60987,ford,f-150 4x4 supercab,2018.0,33467,휘발유,자동,4,후륜구동,대형,픽업트럭,검은색,훌륭함,42000000
60988,mercedes-benz,slk230 kompressor,1999.0,139983,휘발유,자동,4,전륜구동,준중형,컨버터블,은색,훌륭함,8160000
60989,ford,focus zx3,2002.0,260658,휘발유,수동,4,후륜구동,준중형,해치백,빨간색,좋음,2400000
60990,jeep,wrangler,1991.0,108905,휘발유,기타,4,사륜구동,대형,SUV,검은색,좋음,10198800
60991,volvo,s60,2003.0,187448,휘발유,자동,5,후륜구동,중형,세단,빨간색,좋음,3840000
60992,ford,focus,2011.0,209170,휘발유,자동,4,후륜구동,준중형,세단,빨간색,훌륭함,4440000
60993,hyundai,veracruz,2010.0,260828,휘발유,자동,6,사륜구동,대형,SUV,은색,좋음,8385600
60994,dodge,grand caravan,2012.0,121606,휘발유,자동,6,후륜구동,대형,밴,빨간색,좋음,13185600
60995,honda,cr-v,2008.0,220046,휘발유,자동,4,사륜구동,대형,SUV,파란색,좋음,11985600
60996,chevrolet,equinox,2010.0,261362,휘발유,자동,4,사륜구동,대형,SUV,은색,좋음,9585600
60997,chrysler,town country,2011.0,149595,휘발유,자동,6,후륜구동,대형,밴,파란색,좋음,13185600
60998,gmc,savana,2008.0,201398,휘발유,자동,8,전륜구동,대형,트럭,흰색,좋음,20385600
60999,ford,edge,2007.0,156298,휘발유,자동,6,사륜구동,대형,SUV,흰색,좋음,11985600
61000,kia,sedona ex,2007.0,235506,휘발유,자동,6,후륜구동,중형,미니밴,은색,좋음,4200000
61001,jaguar,s-type,2002.0,159291,휘발유,자동,8,전륜구동,중형,세단,은색,훌륭함,3900000
61002,ford,expedition king ranch,2008.0,218824,휘발유,자동,8,사륜구동,대형,SUV,갈색,훌륭함,13200000
61003,nissan,versa note 5 speed,2014.0,229219,휘발유,수동,4,후륜구동,대형,해치백,회색,훌륭함,5400000
61004,nissan,altima,2014.0,198085,휘발유,자동,4,후륜구동,중형,세단,회색,훌륭함,9588000
61005,ford,edge limited,2010.0,159492,휘발유,자동,6,사륜구동,중형,SUV,회색,좋음,7200000
61006,mercury,mariner,2008.0,81999,휘발유,자동,6,후륜구동,대형,SUV,은색,좋음,9598800
61007,mercedes-benz,benz,1998.0,118184,휘발유,자동,6,전륜구동,중형,세단,은색,새거같음,5400000
61008,chevrolet,silverado,2019.0,402,휘발유,자동,8,사륜구동,대형,트럭,흰색,새거,67200000
61009,cadillac,eldorado touring coupe,1997.0,288011,휘발유,자동,8,후륜구동,대형,쿠페,기타,좋음,2280000
61010,cadillac,deville,1987.0,139983,휘발유,자동,8,후륜구동,대형,세단,기타,훌륭함,4560000
61011,mini,cooper s,2007.0,217215,휘발유,수동,4,후륜구동,준중형,쿠페,초록색,나쁨,1800000
61012,nissan,rogue,2014.0,174409,휘발유,자동,4,사륜구동,대형,SUV,회색,훌륭함,9588000
61013,toyota,corolla,2013.0,189342,휘발유,자동,4,후륜구동,준중형,세단,흰색,훌륭함,9588000
61014,mazda,cx-5,2013.0,82059,휘발유,자동,4,사륜구동,중형,SUV,은색,훌륭함,15600000
61015,chevrolet,impala e 85 ethanol,2010.0,270773,휘발유,자동,6,후륜구동,대형,세단,검은색,훌륭함,4680000
61016,mini,cooper,2013.0,133547,휘발유,자동,4,후륜구동,준중형,해치백,초록색,훌륭함,9594000
61017,bmw,328i xdrive wagon,2010.0,135622,휘발유,자동,6,사륜구동,중형,웨건,회색,새거같음,11998800
61018,mazda,626 lx,2002.0,128720,휘발유,자동,4,후륜구동,중형,세단,회색,나쁨,2160000
61019,ford,e - 350,1995.0,259523,휘발유,자동,8,전륜구동,대형,밴,빨간색,좋음,1800000
61020,subaru,outback,2016.0,176990,휘발유,자동,4,사륜구동,중형,웨건,빨간색,훌륭함,15000000
61021,infiniti,q50 sport,2014.0,133547,휘발유,자동,6,사륜구동,중형,세단,흰색,훌륭함,22200000
61022,chevrolet,express 1500 van,1996.0,201245,휘발유,자동,6,전륜구동,대형,밴,검은색,좋음,4680000
61023,dodge,brothers,1941.0,131938,휘발유,수동,6,전륜구동,대형,기타,기타,나쁨,4200000
61024,chevrolet,silverado 1500 lt 4x4,2017.0,46661,휘발유,자동,8,사륜구동,대형,트럭,검은색,좋음,43794000
61025,dodge,caravan,2000.0,189862,휘발유,자동,6,후륜구동,중형,미니밴,회색,좋음,3000000
61026,subaru,forester 2.5i limited,2009.0,283988,휘발유,자동,4,사륜구동,대형,해치백,파란색,좋음,4920000
61027,lexus,es 300,2000.0,290656,휘발유,자동,6,후륜구동,대형,세단,은색,나쁨,3840000
61028,mazda,3,2015.0,127452,휘발유,자동,4,후륜구동,준중형,세단,파란색,훌륭함,10200000
61029,dodge,caliber,2007.0,228478,휘발유,자동,4,후륜구동,중형,SUV,주황색,좋음,5880000
61030,dodge,caliber,2008.0,142509,휘발유,자동,4,후륜구동,중형,세단,은색,좋음,8280000
61031,dodge,caliber,2007.0,125502,휘발유,자동,4,후륜구동,대형,SUV,파란색,좋음,8340000
61032,ford,freestar,2004.0,179403,휘발유,자동,6,후륜구동,대형,미니밴,흰색,좋음,4680000
61033,nissan,versa,2011.0,268703,휘발유,자동,4,후륜구동,중형,해치백,은색,좋음,6360000
61034,nissan,versa,2011.0,270312,휘발유,자동,4,후륜구동,대형,세단,파란색,좋음,6480000
61035,nissan,versa,2013.0,146419,휘발유,자동,4,후륜구동,중형,세단,은색,좋음,8340000
61036,nissan,versa note,2014.0,136242,휘발유,자동,4,후륜구동,중형,해치백,빨간색,훌륭함,9480000
61037,chrysler,town & country,2005.0,186644,휘발유,자동,6,후륜구동,대형,미니밴,은색,좋음,4680000
61038,chrysler,town & country,2003.0,159291,휘발유,자동,6,후륜구동,대형,미니밴,흰색,좋음,4680000
61039,dodge,caravan,2006.0,170554,휘발유,자동,6,후륜구동,대형,미니밴,은색,좋음,5880000
61040,cadillac,cts sport wagon 3.6 awd,2010.0,148,휘발유,자동,6,사륜구동,대형,웨건,검은색,훌륭함,13198800
61041,bmw,530i,2006.0,156,휘발유,자동,6,전륜구동,대형,세단,검은색,훌륭함,7798800
61042,volkswagen,passat tdi sel,2012.0,136243,경유,자동,4,후륜구동,대형,세단,검은색,훌륭함,11398800
61043,dodge,charger rt plus hemi,2013.0,114,휘발유,자동,8,전륜구동,대형,세단,흰색,훌륭함,20998800
61044,subaru,legacy 3.6r,2011.0,86551,휘발유,자동,6,사륜구동,대형,세단,빨간색,훌륭함,14398800
61045,mazda,cx-5 grand touring awd,2010.0,191,휘발유,자동,6,사륜구동,대형,SUV,회색,훌륭함,8998800
61046,ford,f-350,2003.0,423167,경유,자동,8,사륜구동,대형,트럭,흰색,좋음,19200000
61047,ford,expedition el limited 4x4,2017.0,80771,휘발유,자동,6,사륜구동,대형,SUV,은색,훌륭함,34200000
61048,volkswagen,golf tdi,2015.0,69359,경유,기타,4,후륜구동,준중형,웨건,흰색,훌륭함,18600000
61049,chevrolet,city express ls,2015.0,79645,휘발유,자동,4,후륜구동,중형,밴,흰색,훌륭함,16080000
61050,chevrolet,silverado 1500,2018.0,28986,휘발유,자동,8,사륜구동,대형,트럭,흰색,새거같음,37680000
61051,kia,sorento,2011.0,141592,휘발유,자동,4,사륜구동,대형,SUV,검은색,훌륭함,11400000
61052,jeep,grand cherokee altitude,2017.0,127271,휘발유,자동,6,사륜구동,중형,SUV,흰색,좋음,32394000
61053,jeep,liberty sport 4x4,2008.0,320208,휘발유,자동,6,사륜구동,대형,SUV,갈색,좋음,4314000
61054,ford,e - 350,1995.0,259523,휘발유,자동,8,전륜구동,대형,밴,빨간색,좋음,1800000
61055,toyota,camry le 4dr sedan,2007.0,358591,휘발유,자동,4,후륜구동,대형,세단,흰색,훌륭함,5040000
61056,bmw,x3,2004.0,194246,휘발유,자동,6,사륜구동,대형,SUV,검은색,훌륭함,5100000
61057,audi,a-6,2008.0,253417,휘발유,기타,6,후륜구동,중형,세단,기타,훌륭함,7078800
61058,buick,regal,1996.0,225501,휘발유,자동,6,후륜구동,대형,세단,은색,훌륭함,1320000
61059,volvo,tractor,2011.0,656467,경유,수동,other,전륜구동,대형,트럭,흰색,훌륭함,21000000
61060,chevrolet,el camino,1979.0,140888,휘발유,자동,8,전륜구동,중형,트럭,흰색,좋음,6600000
61061,honda,civic lx sedan 4d,2004.0,320113,휘발유,수동,4,후륜구동,준중형,세단,은색,좋음,3600000
61062,chevrolet,equinox,2010.0,261362,휘발유,자동,4,사륜구동,대형,SUV,은색,좋음,9585600
61063,hyundai,veracruz,2010.0,260828,휘발유,자동,6,사륜구동,대형,SUV,은색,좋음,8385600
61064,honda,cr-v,2008.0,220046,휘발유,자동,4,사륜구동,대형,SUV,파란색,좋음,11985600
61065,kia,sorento,2011.0,214783,휘발유,자동,4,사륜구동,대형,SUV,기타,좋음,13185600
61066,kia,sportage,2014.0,218825,휘발유,자동,6,후륜구동,대형,SUV,갈색,좋음,11985600
61067,kia,sportage,2012.0,272540,휘발유,자동,6,사륜구동,대형,SUV,검은색,좋음,10785600
61068,ford,edge,2007.0,156298,휘발유,자동,6,사륜구동,대형,SUV,흰색,좋음,11985600
61069,nissan,cube,2009.0,193080,휘발유,수동,4,후륜구동,준중형,웨건,흰색,좋음,4794000
61070,toyota,corolla,2020.0,85,휘발유,자동,4,후륜구동,중형,세단,파란색,새거같음,26394000
61071,gmc,sonoma,2004.0,238939,휘발유,자동,6,사륜구동,중형,트럭,기타,훌륭함,5880000
61072,dodge,grand caravan,2002.0,131938,휘발유,자동,6,후륜구동,중형,미니밴,파란색,좋음,8400000
61073,nissan,altima 2.5 sv,2013.0,259049,휘발유,자동,4,후륜구동,준중형,세단,흰색,좋음,4800000
61074,ram,2500,2016.0,179567,휘발유,자동,8,사륜구동,대형,트럭,흰색,좋음,41826000
61075,dodge,grand caravan,2012.0,142546,휘발유,자동,6,후륜구동,대형,밴,빨간색,좋음,10794000
61076,ford,f-150 supercrew,2014.0,139580,휘발유,자동,6,사륜구동,대형,트럭,파란색,좋음,32226000
61077,ram,1500,2008.0,183702,휘발유,자동,8,사륜구동,대형,트럭,검은색,좋음,17826000
61078,dodge,journey,2017.0,101704,휘발유,자동,6,사륜구동,대형,SUV,회색,좋음,19074000
61079,kia,niro,2017.0,109399,하이브리드,자동,4,후륜구동,대형,SUV,기타,좋음,19794000
61080,ram,dakota,2011.0,180666,휘발유,자동,6,사륜구동,대형,트럭,은색,좋음,16434000
61081,ford,f-150,2013.0,172983,휘발유,자동,8,사륜구동,대형,트럭,파란색,좋음,19194000
61082,ford,econoline wagon,2010.0,64403,휘발유,자동,8,전륜구동,대형,밴,흰색,좋음,19194000
61083,toyota,tundra sr5 trd crew max,2016.0,122572,휘발유,자동,8,사륜구동,대형,픽업트럭,회색,훌륭함,39594000
61084,chevrolet,silverado,2019.0,11827,휘발유,자동,8,사륜구동,대형,픽업트럭,빨간색,새거같음,44394000
61085,buick,enclave,2014.0,156938,휘발유,자동,6,사륜구동,대형,SUV,갈색,좋음,19194000
61086,mazda,6,2012.0,278357,휘발유,자동,4,후륜구동,대형,세단,검은색,나쁨,2280000
61087,ram,1500,2015.0,166452,휘발유,자동,8,사륜구동,대형,트럭,빨간색,좋음,27546000
61088,jeep,liberty,2012.0,208737,휘발유,자동,6,사륜구동,대형,SUV,파란색,좋음,11994000
61089,dodge,nitro,2011.0,212183,휘발유,자동,6,사륜구동,대형,SUV,흰색,좋음,11394000
61090,chevrolet,corvette,1993.0,108626,휘발유,기타,8,전륜구동,중형,쿠페,검은색,좋음,13194000
61091,dodge,grand caravan,2012.0,108760,휘발유,자동,6,후륜구동,대형,밴,은색,좋음,14394000
61092,ram,3500 cummins diesel,2005.0,94931,경유,자동,6,전륜구동,대형,트럭,검은색,훌륭함,21840000
61093,gmc,safari,1999.0,218690,휘발유,자동,6,사륜구동,중형,밴,갈색,나쁨,1800000
61094,dodge,journey,2017.0,101704,휘발유,자동,6,사륜구동,대형,SUV,회색,좋음,19074000
61095,honda,pilot,2011.0,169760,휘발유,자동,6,사륜구동,대형,SUV,은색,좋음,14394000
61096,ford,super duty f-250,1999.0,499256,경유,자동,8,전륜구동,대형,트럭,빨간색,좋음,7506000
61097,ford,f-150,2011.0,186561,휘발유,자동,8,사륜구동,대형,트럭,흰색,좋음,21594000
61098,ford,f-150,2010.0,149649,휘발유,자동,8,사륜구동,대형,트럭,은색,좋음,18546000
61099,jeep,cherokee,2016.0,144483,휘발유,자동,6,사륜구동,대형,SUV,기타,좋음,19074000
61100,honda,odyssey,2010.0,296241,휘발유,자동,6,후륜구동,준중형,밴,파란색,훌륭함,5994000
61101,audi,a3,2015.0,177134,휘발유,자동,4,후륜구동,대형,세단,빨간색,훌륭함,13198800
61102,bmw,328d xdrive awd,2014.0,176238,경유,자동,4,사륜구동,대형,세단,검은색,훌륭함,16198800
61103,ford,escape hybrid,2011.0,94898,하이브리드,자동,4,사륜구동,대형,SUV,은색,훌륭함,11998800
61104,lexus,rx 330,2005.0,225782,휘발유,자동,6,후륜구동,대형,세단,은색,훌륭함,6598800
61105,ram,1500,2014.0,201720,휘발유,자동,8,사륜구동,대형,픽업트럭,회색,훌륭함,18358800
61106,toyota,priuc ii,2015.0,194479,하이브리드,자동,4,후륜구동,대형,세단,초록색,훌륭함,11398800
61107,toyota,highlander,2010.0,211773,휘발유,자동,6,사륜구동,대형,웨건,초록색,훌륭함,11732400
61108,toyota,highlander se awd,2010.0,208365,휘발유,자동,6,사륜구동,대형,SUV,은색,훌륭함,14998800
61109,toyota,camry hybrid,2015.0,164568,하이브리드,자동,4,후륜구동,대형,세단,흰색,훌륭함,13198800
61110,pontiac,g6,2007.0,225260,휘발유,자동,6,후륜구동,중형,세단,검은색,훌륭함,4380000
61111,rover,supercharged,2014.0,131400,휘발유,자동,8,사륜구동,대형,SUV,검은색,새거같음,47880000
61112,toyota,tundra,2019.0,33789,휘발유,자동,8,사륜구동,대형,트럭,은색,새거같음,41700000
61113,nissan,altima gxe,1997.0,117119,휘발유,자동,4,후륜구동,대형,세단,갈색,훌륭함,3180000
61114,honda,accord lx,2016.0,76342,휘발유,자동,4,후륜구동,중형,세단,갈색,새거같음,18600000
61115,bmw,3-series 335i,2008.0,171278,휘발유,자동,6,전륜구동,중형,컨버터블,회색,훌륭함,11532000
